student_id,course_id,attendance_rate,avg_session_duration_pct,consecutive_absences,assignment_submission_rate,avg_assignment_score,late_submission_count,exam_score_avg,exam_improvement_trend,at_risk,pass_fail,predicted_grade
s_1625,c_3,0.697,0.766,0,0.88,66.38,0,68.3,-0.0416,0,1,C
s_1626,c_1,0.793,0.918,1,0.93,64.3,3,60.65,0.0157,0,1,C
s_1627,c_1,0.771,0.763,1,0.846,51.04,0,70.63,-0.0439,0,1,C
s_1628,c_4,0.872,0.938,0,0.89,70.71,2,65.02,0.0858,0,1,B
s_1629,c_3,0.81,0.661,0,0.64,58.81,1,74.55,-0.0608,0,1,C
s_1630,c_3,0.861,0.642,1,0.745,71.61,3,53.32,0.0924,0,1,C
s_1631,c_2,0.28,0.295,4,0.413,48.54,2,38.3,-0.0273,1,0,F
s_1632,c_5,0.748,0.465,0,0.736,55.3,0,75.04,-0.0662,0,1,C
s_1633,c_2,0.86,0.56,0,0.879,60.15,2,52.09,0.0495,0,1,C
s_1634,c_4,0.873,0.815,0,0.722,77.33,1,77.7,0.0756,0,1,B
s_1635,c_3,0.851,0.51,1,0.674,61.94,0,68.49,0.1624,0,1,C
s_1636,c_5,0.602,0.748,0,0.804,70.64,0,65.13,0.05,0,1,C
s_1637,c_5,0.941,0.917,0,0.917,80.54,1,71.83,0.121,0,1,B
s_1638,c_3,0.668,0.577,1,0.425,76.95,0,62.91,-0.0122,0,0,C
s_1639,c_3,0.759,0.77,2,0.64,64.85,2,58.91,-0.0742,0,1,C
s_1640,c_3,0.985,0.962,0,0.913,69.95,0,60.06,0.145,0,1,B
s_1641,c_2,0.826,0.506,1,0.812,68.84,0,67.72,0.0057,0,1,B
s_1642,c_4,0.803,0.898,0,0.945,65.66,0,81.37,0.0596,0,1,B
s_1643,c_2,0.818,0.859,3,0.734,76.03,0,83.43,-0.0048,0,1,A
s_1644,c_4,0.771,0.986,0,0.954,68.38,0,66.39,0.0829,0,1,C
s_1645,c_5,0.485,0.636,4,0.292,57.32,4,17.78,-0.0088,1,0,F
s_1646,c_3,0.797,0.7,1,0.527,83.81,0,35.84,0.0216,0,0,C
s_1647,c_2,0.687,0.786,0,0.681,78.89,1,70.25,0.0244,0,1,B
s_1648,c_4,0.649,0.658,3,0.674,61.06,0,54.62,0.0181,1,1,D
s_1649,c_5,0.689,0.509,0,0.64,82.97,0,68.57,-0.0582,0,1,B
s_1650,c_5,0.792,0.925,2,0.866,73.67,0,80.46,0.1197,0,1,B
s_1651,c_5,0.593,0.884,3,0.773,64.15,3,71.16,-0.0278,0,1,C
s_1652,c_1,0.806,0.375,0,0.705,47.71,0,66.24,0.0522,0,0,C
s_1653,c_5,0.667,0.752,0,0.65,64.74,1,61.26,0.0084,0,1,C
s_1654,c_2,0.679,0.784,0,0.642,62.79,0,63.73,0.0743,0,1,C
s_1655,c_4,0.988,0.967,1,0.912,73.24,2,88.21,0.0724,0,1,A
s_1656,c_1,0.712,0.796,2,0.528,51.0,0,75.38,-0.1336,0,1,C
s_1657,c_5,0.484,0.778,1,0.606,48.0,1,58.6,-0.0099,1,0,D
s_1658,c_4,0.825,0.69,1,0.853,70.92,2,65.67,-0.1396,0,1,B
s_1659,c_1,0.708,0.745,0,0.553,73.67,0,71.0,-0.0626,0,1,B
s_1660,c_4,0.801,0.74,1,0.832,65.83,3,43.18,-0.0136,0,0,D
s_1661,c_3,0.354,0.319,6,0.318,30.67,5,29.48,-0.1289,1,0,F
s_1662,c_3,0.694,0.744,1,0.857,64.15,2,84.71,0.0195,0,1,B
s_1663,c_2,0.945,1.0,0,0.919,75.23,0,77.99,0.0748,0,1,A
s_1664,c_2,0.898,0.964,0,0.929,73.35,0,64.85,0.0242,0,1,B
s_1665,c_3,0.883,0.851,2,1.0,80.07,0,64.28,0.1157,0,1,B
s_1666,c_3,0.788,0.864,1,0.954,80.28,1,83.77,0.084,0,1,A
s_1667,c_4,0.982,0.91,0,0.873,72.74,0,59.33,-0.0081,0,1,B
s_1668,c_2,1.0,0.795,1,0.93,84.58,0,69.33,-0.0557,0,1,A
s_1669,c_3,0.524,0.522,0,1.0,63.89,1,52.45,0.0434,0,1,D
s_1670,c_5,0.795,0.879,0,0.878,76.62,1,67.63,0.0855,1,0,B
s_1671,c_2,0.69,0.314,3,0.248,57.58,5,36.25,-0.0785,1,0,D
s_1672,c_1,0.901,0.855,0,0.936,83.81,0,84.67,0.0864,0,1,A
s_1673,c_5,0.847,0.791,3,0.79,73.37,0,63.1,0.1461,0,1,B
s_1674,c_2,0.787,0.756,0,0.866,75.52,2,78.59,0.0774,0,1,B
s_1675,c_5,0.325,0.367,4,0.405,25.47,4,41.38,-0.0653,1,0,F
s_1676,c_3,1.0,1.0,0,0.892,79.23,0,67.27,0.0808,0,1,B
s_1677,c_1,0.738,0.745,2,0.81,58.46,2,48.7,-0.0251,1,0,D
s_1678,c_5,0.685,0.368,2,0.358,54.16,3,32.84,-0.0696,0,0,F
s_1679,c_4,0.275,0.396,3,0.509,25.18,4,33.07,0.0014,1,0,F
s_1680,c_1,0.628,0.641,1,0.717,64.67,0,61.09,0.006,0,1,C
s_1681,c_2,0.953,0.72,0,0.4,65.75,0,61.51,0.1057,0,0,C
s_1682,c_4,1.0,0.906,0,0.937,67.93,0,87.28,0.1615,0,1,A
s_1683,c_5,0.85,0.815,1,0.851,46.33,1,57.95,0.0522,0,0,D
s_1684,c_5,0.633,0.468,4,0.477,38.92,2,50.7,-0.0013,1,0,F
s_1685,c_1,0.797,0.719,0,0.862,67.32,0,64.53,0.0174,0,1,C
s_1686,c_4,0.669,0.721,1,0.633,64.89,3,63.35,0.0091,0,1,C
s_1687,c_4,0.709,0.586,0,0.796,70.48,2,70.58,0.0415,0,1,B
s_1688,c_5,0.588,0.857,3,0.789,56.65,0,58.95,-0.0303,1,1,D
s_1689,c_4,0.754,0.934,0,0.923,74.6,0,74.38,0.0193,0,1,B
s_1690,c_3,0.799,0.487,0,0.734,70.27,3,69.78,0.0566,0,1,B
s_1691,c_1,0.758,0.792,0,0.727,53.75,0,78.42,0.0496,0,1,C
s_1692,c_2,0.731,0.648,2,0.781,53.73,1,61.38,0.0252,0,1,C
s_1693,c_3,0.888,0.862,0,0.868,91.48,1,86.8,0.0507,0,1,A
s_1694,c_4,0.932,0.758,0,0.815,86.16,0,86.71,0.0999,0,1,A
s_1695,c_1,0.771,0.563,1,0.765,78.97,0,77.98,-0.1211,0,1,B
s_1696,c_2,0.572,0.62,0,0.852,78.62,2,46.77,-0.0346,0,0,C
s_1697,c_5,0.694,0.703,1,0.806,63.44,2,45.37,0.0421,0,0,D
s_1698,c_1,1.0,0.957,0,0.99,63.88,0,85.49,0.1024,0,1,B
s_1699,c_3,0.606,0.661,0,0.954,59.67,3,63.63,-0.0034,0,1,C
s_1700,c_5,0.594,0.805,2,0.557,63.51,1,74.06,-0.1108,1,1,C
s_1701,c_5,0.926,0.755,0,0.785,83.67,0,86.45,0.1509,0,1,A
s_1702,c_1,0.672,0.695,0,0.808,65.91,1,64.13,0.0886,0,1,C
s_1703,c_2,0.936,0.867,0,0.97,66.52,1,83.37,0.1184,0,1,B
s_1704,c_2,0.922,0.867,0,0.904,85.31,0,80.75,0.0425,0,1,A
s_1705,c_5,0.553,0.561,4,0.359,31.78,4,57.18,-0.1343,1,0,F
s_1706,c_5,0.821,0.743,2,0.738,60.56,0,64.41,-0.0416,0,1,C
s_1707,c_2,0.681,0.782,0,0.733,71.04,1,54.98,0.0737,0,1,C
s_1708,c_4,0.691,0.362,0,0.843,71.27,0,63.31,-0.0164,0,1,C
s_1709,c_1,0.929,0.649,2,0.795,63.96,1,79.32,0.0555,0,1,B
s_1710,c_4,0.912,0.743,1,0.803,49.85,2,77.96,0.0026,0,0,C
s_1711,c_1,0.958,0.801,0,0.794,54.17,1,53.94,0.0108,0,1,C
s_1712,c_2,0.768,0.564,2,0.611,75.33,2,54.79,-0.0527,0,1,C
s_1713,c_5,0.745,0.787,2,0.79,63.85,2,59.17,0.0267,0,1,C
s_1714,c_5,0.677,0.502,0,0.809,78.17,2,86.76,0.0789,0,1,B
s_1715,c_5,0.448,0.439,3,0.5,36.16,5,54.58,-0.0145,0,1,F
s_1716,c_2,0.972,0.532,2,0.605,64.06,2,48.89,0.0178,0,0,C
s_1717,c_4,0.438,0.547,4,0.563,44.51,2,65.0,-0.0792,1,0,D
s_1718,c_2,0.923,0.755,1,0.83,87.07,0,84.94,0.0463,0,1,A
s_1719,c_4,0.807,0.991,0,0.84,62.74,1,60.08,0.1129,0,1,C
s_1720,c_4,0.381,0.509,4,0.325,40.68,4,27.18,-0.077,1,0,F
s_1721,c_2,0.858,0.815,0,0.909,89.28,1,75.38,0.0993,0,1,A
s_1722,c_3,0.854,0.839,1,0.922,71.41,0,87.19,0.1518,0,1,A
s_1723,c_1,0.615,0.583,0,0.649,53.83,1,49.7,0.1024,1,0,D
s_1724,c_4,0.724,0.715,0,0.881,65.54,2,75.44,0.1064,0,1,B
s_1725,c_1,0.967,0.568,1,0.863,79.64,0,52.46,0.0152,1,1,B
s_1726,c_5,0.985,0.879,0,0.894,83.3,0,71.31,0.1057,0,1,A
s_1727,c_2,0.852,0.585,0,0.658,66.26,2,77.95,-0.0662,0,1,B
s_1728,c_1,0.898,1.0,2,0.883,79.44,2,74.98,0.0979,0,1,B
s_1729,c_5,1.0,0.842,0,0.964,70.21,2,74.46,-0.0155,0,1,B
s_1730,c_3,0.895,0.961,0,0.966,68.41,1,69.31,-0.0015,0,1,B
s_1731,c_5,0.805,0.659,0,0.718,68.14,3,64.33,0.1281,0,1,C
s_1732,c_5,0.658,0.594,1,0.889,66.42,2,77.48,0.0345,0,1,B
s_1733,c_3,0.716,0.884,1,0.811,67.23,0,56.45,0.0177,0,1,C
s_1734,c_1,0.597,0.851,0,0.914,70.97,0,46.57,0.0627,0,0,D
s_1735,c_4,0.462,0.287,3,0.507,40.77,2,38.3,-0.1197,1,0,F
s_1736,c_5,0.766,0.589,2,0.742,55.11,0,45.35,0.0479,1,0,D
s_1737,c_1,0.568,0.87,3,0.848,85.56,0,65.78,-0.001,0,1,B
s_1738,c_4,0.618,0.573,0,0.659,72.6,0,52.97,0.0423,0,1,C
s_1739,c_2,0.724,0.679,1,0.777,67.06,0,40.27,-0.0407,0,0,D
s_1740,c_1,0.815,0.663,1,0.879,53.89,0,60.95,0.1138,0,1,C
s_1741,c_3,0.819,0.816,0,0.7,74.1,2,71.39,-0.0905,0,1,B
s_1742,c_4,0.7,0.618,1,0.657,69.7,0,57.23,0.0267,0,1,C
s_1743,c_2,0.694,0.607,1,0.738,61.27,0,56.32,0.1375,0,1,C
s_1744,c_3,0.895,0.817,0,0.932,83.0,2,78.85,0.0551,0,1,A
s_1745,c_2,0.33,0.459,4,0.273,50.62,4,45.1,0.0449,1,0,F
s_1746,c_4,0.773,0.699,2,0.662,51.14,1,76.67,-0.0397,0,1,C
s_1747,c_4,0.822,0.652,1,0.953,56.07,2,62.97,-0.0164,0,1,C
s_1748,c_2,0.143,0.393,2,0.541,44.52,2,60.07,0.0121,1,0,F
s_1749,c_2,0.726,0.486,2,0.598,69.97,2,75.01,-0.0026,0,1,B
s_1750,c_5,0.945,0.799,0,0.883,83.92,0,62.62,0.0303,1,0,B
s_1751,c_2,0.396,0.266,3,0.458,62.64,2,33.68,0.0239,1,0,F
s_1752,c_5,0.868,0.712,0,0.526,63.46,2,62.37,0.008,0,1,C
s_1753,c_3,0.76,0.72,2,0.725,51.63,0,77.92,-0.0297,0,1,C
s_1754,c_5,0.877,0.987,0,0.959,86.93,0,75.88,0.1017,0,1,A
s_1755,c_3,0.846,0.752,2,0.807,54.51,0,48.23,0.0117,0,0,D
s_1756,c_2,0.964,0.8,0,0.67,59.95,0,63.2,-0.0823,0,1,C
s_1757,c_3,0.705,0.733,1,0.716,74.01,2,79.64,-0.0973,0,1,B
s_1758,c_1,0.7,0.387,3,0.4,31.55,4,15.11,-0.0737,1,0,F
s_1759,c_4,0.483,0.578,0,0.781,57.38,1,54.17,0.0489,0,1,D
s_1760,c_4,0.915,1.0,1,0.89,85.3,1,72.84,0.1358,0,1,A
s_1761,c_5,0.515,0.618,1,0.783,62.1,0,60.8,-0.0828,0,1,D
s_1762,c_4,0.88,0.893,0,0.907,82.49,0,71.5,0.1221,0,1,B
s_1763,c_5,0.67,0.765,0,0.73,81.53,2,68.8,0.0973,0,1,B
s_1764,c_5,0.803,1.0,1,0.851,61.55,0,82.31,0.1299,0,1,B
s_1765,c_1,0.586,0.85,2,0.777,65.41,0,67.97,0.0204,1,0,C
s_1766,c_2,0.695,0.74,1,0.805,58.4,1,58.71,-0.0641,0,1,C
s_1767,c_4,0.475,0.452,3,0.218,60.89,4,46.84,-0.0683,1,0,D
s_1768,c_4,0.844,0.861,0,0.797,79.66,0,82.33,0.0038,0,1,A
s_1769,c_2,0.614,0.916,3,0.687,70.99,0,69.06,0.123,0,1,C
s_1770,c_1,0.884,0.884,0,0.919,80.52,0,84.1,0.0615,0,1,A
s_1771,c_2,0.504,0.624,0,0.881,72.13,2,61.69,-0.0753,0,1,C
s_1772,c_3,0.768,0.991,0,0.974,92.31,1,72.75,0.1396,0,1,A
s_1773,c_4,0.677,0.863,2,0.855,71.53,2,64.37,-0.0336,1,0,C
s_1774,c_5,0.739,0.707,0,0.857,67.19,1,63.25,-0.0376,0,1,C
s_1775,c_3,0.905,0.975,1,0.966,87.7,0,65.94,0.064,0,1,B
s_1776,c_2,0.91,0.733,0,0.957,69.41,0,76.55,0.0522,0,1,B
s_1777,c_4,0.845,0.735,1,0.664,79.21,0,64.35,-0.068,0,1,B
s_1778,c_1,0.818,0.812,0,0.846,76.66,2,50.82,-0.012,0,1,C
s_1779,c_4,0.748,0.689,3,0.864,83.57,1,60.0,0.1076,0,1,B
s_1780,c_1,0.552,0.64,2,0.909,79.65,1,60.71,-0.0424,0,1,C
s_1781,c_1,0.649,0.826,1,0.737,70.09,2,54.05,0.0225,0,1,C
s_1782,c_2,0.705,0.598,0,0.744,73.63,1,62.61,0.0568,0,1,C
s_1783,c_2,0.674,0.578,2,0.826,76.74,0,78.79,0.1242,0,1,B
s_1784,c_2,0.944,1.0,0,0.867,69.91,0,83.89,0.1038,0,1,A
s_1785,c_1,0.238,0.645,4,0.538,41.78,6,17.37,-0.0359,1,0,F
s_1786,c_2,0.78,0.713,1,0.795,57.3,1,71.05,-0.056,0,1,C
s_1787,c_3,0.759,0.559,1,0.876,71.87,2,65.69,0.0439,0,1,B
s_1788,c_4,0.729,0.658,1,0.552,81.83,4,77.93,0.0463,0,1,B
s_1789,c_5,0.495,0.565,4,0.262,60.47,6,48.83,-0.2022,1,0,D
s_1790,c_3,0.964,0.762,0,0.912,73.08,0,85.17,0.0945,0,1,A
s_1791,c_4,0.701,0.802,1,0.48,53.21,2,40.31,0.0273,1,0,D
s_1792,c_5,0.747,0.587,2,0.591,62.08,3,66.85,0.0261,0,1,C
s_1793,c_1,0.771,0.838,0,0.723,51.1,0,62.66,0.0295,0,1,C
s_1794,c_2,1.0,0.841,0,0.896,76.32,0,80.66,0.0956,0,1,A
s_1795,c_4,0.315,0.289,3,0.75,53.49,4,24.47,-0.1101,1,0,F
s_1796,c_1,0.7,0.52,4,0.75,26.11,3,42.84,-0.0973,1,0,F
s_1797,c_4,0.744,0.599,0,0.796,62.05,2,75.3,0.0085,0,1,C
s_1798,c_2,0.583,0.664,0,0.647,63.37,1,74.25,0.0355,0,1,C
s_1799,c_5,0.521,0.414,5,0.355,42.7,6,41.1,0.0049,1,0,F
s_1800,c_3,0.709,0.693,2,0.606,60.59,0,85.33,0.0687,0,1,B
s_1801,c_2,0.903,0.87,0,0.993,78.78,0,54.76,0.0384,0,1,B
s_1802,c_3,0.689,0.932,1,0.535,52.06,1,67.08,-0.0077,0,1,C
s_1803,c_3,0.7,0.678,1,0.724,68.71,3,72.48,0.0573,0,1,B
s_1804,c_5,0.791,0.889,0,0.727,76.29,4,71.52,0.0901,0,1,B
s_1805,c_1,0.743,0.707,0,0.768,55.08,3,68.04,0.0863,0,1,C
s_1806,c_2,0.294,0.604,3,0.523,40.9,6,35.97,0.05,1,0,F
s_1807,c_2,0.357,0.331,4,0.579,40.13,4,46.67,0.0134,1,0,F
s_1808,c_2,0.692,0.694,0,0.755,47.2,1,62.86,0.1167,0,0,D
s_1809,c_1,0.946,0.868,0,0.933,100.0,1,80.24,0.0515,0,1,A
s_1810,c_1,0.509,0.479,2,0.427,39.05,6,59.22,-0.0429,1,0,F
s_1811,c_4,0.716,0.798,1,0.705,75.63,1,42.67,-0.0661,1,0,C
s_1812,c_5,0.844,0.921,2,0.903,81.38,0,79.76,0.1287,0,1,A
s_1813,c_4,0.386,0.43,5,0.582,33.64,6,45.63,-0.0927,1,0,F
s_1814,c_5,0.528,0.412,2,0.54,43.18,4,31.47,-0.0726,1,0,F
s_1815,c_2,0.558,0.742,3,0.701,50.18,0,73.93,0.0085,1,1,C
s_1816,c_1,0.584,0.557,0,0.678,49.17,2,61.49,0.0394,1,0,D
s_1817,c_4,0.669,0.365,3,0.573,90.0,1,54.68,0.0292,1,1,B
s_1818,c_1,0.971,0.76,0,0.895,83.64,1,72.51,0.0869,0,1,A
s_1819,c_3,0.673,0.835,1,0.588,77.79,3,35.0,0.0278,1,0,D
s_1820,c_3,0.725,0.541,2,0.818,71.54,2,68.64,-0.0146,0,1,B
s_1821,c_2,0.881,0.9,0,0.837,83.36,0,76.82,0.1487,0,1,A
s_1822,c_2,0.724,0.902,1,0.4,77.37,0,53.61,-0.0197,0,0,C
s_1823,c_5,0.84,0.652,1,0.769,75.8,4,59.81,-0.015,0,1,B
s_1824,c_5,0.669,0.729,1,0.618,67.51,1,43.83,0.068,0,0,D
s_1825,c_3,0.588,0.378,2,0.412,47.98,2,36.38,0.05,1,0,F
s_1826,c_1,0.408,0.706,0,0.856,72.88,3,53.73,0.1022,0,1,D
s_1827,c_5,0.564,0.787,2,0.629,55.1,0,64.77,-0.0558,1,1,D
s_1828,c_1,0.681,0.696,0,0.942,66.98,3,61.02,-0.0276,0,1,C
s_1829,c_5,0.76,0.617,1,0.731,64.14,1,47.85,-0.0349,0,0,C
s_1830,c_2,0.845,0.867,0,0.939,90.76,0,92.19,0.1174,0,1,A
s_1831,c_1,0.966,0.794,0,0.853,58.69,1,70.87,-0.15,0,1,B
s_1832,c_3,0.766,0.93,0,0.925,97.69,0,93.0,0.0954,0,1,A
s_1833,c_4,0.887,0.963,0,0.958,91.74,0,85.48,0.1199,0,1,A
s_1834,c_5,0.817,0.622,0,0.873,68.54,2,49.77,-0.0603,0,0,C
s_1835,c_3,0.679,0.789,0,0.549,51.76,1,78.7,0.0404,0,1,C
s_1836,c_2,0.17,0.568,2,0.47,45.07,4,12.95,-0.0165,1,0,F
s_1837,c_1,0.667,0.453,0,0.676,56.09,1,72.2,0.0339,0,1,C
s_1838,c_4,0.804,0.669,0,0.724,85.09,0,50.03,-0.0325,0,1,B
s_1839,c_5,0.593,0.91,0,0.793,72.7,1,53.33,0.0227,0,1,C
s_1840,c_3,0.813,0.786,1,0.959,79.3,0,87.61,0.0178,0,1,A
s_1841,c_2,0.681,0.59,0,0.828,65.21,3,59.97,-0.0024,0,1,C
s_1842,c_5,0.957,0.898,2,0.99,83.61,0,79.11,0.0071,0,1,A
s_1843,c_1,0.612,0.277,5,0.514,47.29,5,33.78,-0.0447,1,0,F
s_1844,c_4,0.947,0.877,0,0.957,81.46,1,80.1,0.1382,0,1,A
s_1845,c_3,0.737,0.542,0,0.826,70.24,2,63.05,0.1154,0,1,C
s_1846,c_1,0.957,0.799,0,0.926,80.74,0,82.03,0.0962,0,1,A
s_1847,c_4,0.414,0.323,3,0.38,55.14,7,50.38,-0.1199,1,0,D
s_1848,c_1,0.702,0.689,0,0.7,74.49,2,64.97,-0.0313,0,1,C
s_1849,c_2,0.631,0.625,0,0.828,53.78,0,73.08,0.0114,0,1,C
s_1850,c_1,0.936,0.82,0,0.932,82.89,0,68.5,0.0955,0,1,B
s_1851,c_5,0.785,0.618,1,0.684,59.05,0,54.24,0.0533,0,1,C
s_1852,c_2,0.873,0.911,0,0.983,72.36,0,69.42,0.1298,0,1,B
s_1853,c_1,0.536,0.341,3,0.435,45.56,4,29.16,-0.0281,1,0,F
s_1854,c_5,0.775,0.965,0,0.889,99.46,0,65.65,0.0647,0,1,A
s_1855,c_1,0.955,0.933,0,0.93,84.68,1,87.31,0.1281,0,1,A
s_1856,c_5,0.98,0.83,0,0.916,81.62,0,69.02,-0.0068,0,1,B
s_1857,c_3,0.693,0.612,2,0.662,50.57,2,80.86,0.0784,0,1,C
s_1858,c_3,0.634,0.597,3,0.648,69.02,2,72.13,0.0837,0,1,C
s_1859,c_1,0.904,1.0,0,0.837,81.11,0,66.04,0.0429,0,1,B
s_1860,c_4,0.814,0.722,1,0.867,64.19,1,57.59,0.0526,0,1,C
s_1861,c_4,0.759,0.603,1,0.866,64.78,0,42.55,-0.0153,0,0,D
s_1862,c_1,0.761,0.846,3,0.675,61.91,1,37.19,0.0359,1,0,D
s_1863,c_4,0.633,0.799,2,0.797,64.03,0,81.22,-0.1105,0,1,B
s_1864,c_1,0.914,0.716,0,0.835,59.28,0,57.2,0.0729,0,1,C
s_1865,c_5,0.715,0.469,0,0.796,85.13,2,40.95,0.007,0,0,C
s_1866,c_2,0.868,0.927,0,0.862,84.61,1,77.89,0.0311,0,1,A
s_1867,c_5,0.782,0.953,0,0.883,85.54,1,93.36,-0.0082,0,1,A
s_1868,c_1,0.202,0.7,6,0.469,37.63,6,40.13,-0.0804,1,0,F
s_1869,c_4,0.283,0.275,3,0.39,46.96,7,48.62,-0.1231,1,0,F
s_1870,c_2,0.838,0.661,1,0.896,58.71,3,59.91,0.0501,0,1,C
s_1871,c_3,0.904,0.808,0,0.806,63.62,0,75.16,0.0603,0,1,B
s_1872,c_4,0.69,0.902,1,0.83,81.64,3,46.93,-0.0488,0,0,C
s_1873,c_5,0.74,0.574,0,0.658,70.37,1,67.5,0.0495,0,1,C
s_1874,c_1,0.93,0.752,0,0.946,71.62,0,85.84,0.0964,0,1,A
s_1875,c_5,0.886,0.855,1,0.885,61.26,1,65.47,0.085,0,1,C
s_1876,c_3,0.727,0.719,0,0.747,74.06,1,49.45,0.023,0,0,C
s_1877,c_4,0.581,0.694,0,0.669,63.41,0,70.53,-0.073,0,1,C
s_1878,c_2,0.927,0.996,0,0.942,83.27,0,65.34,-0.0053,0,1,B
s_1879,c_1,0.918,1.0,1,0.946,71.89,0,64.09,0.0557,0,1,B
s_1880,c_2,0.878,0.895,1,0.937,63.2,0,81.72,0.0683,0,1,B
s_1881,c_4,0.86,0.668,0,0.914,68.23,0,65.51,-0.15,0,1,B
s_1882,c_3,1.0,0.866,0,0.975,88.49,1,76.06,0.1659,0,1,A
s_1883,c_2,0.907,0.921,0,0.945,79.38,0,93.88,0.0207,1,1,A
s_1884,c_4,0.845,0.865,0,0.744,60.45,1,79.91,0.0211,0,1,B
s_1885,c_3,0.891,0.915,0,1.0,90.71,1,54.52,0.0922,0,1,B
s_1886,c_1,0.838,0.56,1,0.701,56.2,3,69.47,-0.0326,1,1,C
s_1887,c_5,0.752,0.846,1,0.834,90.56,0,73.37,0.1249,0,1,A
s_1888,c_2,0.909,0.822,1,0.93,77.52,0,65.09,0.101,0,1,B
s_1889,c_3,0.934,0.941,1,0.952,81.27,0,80.82,0.0833,0,1,A
s_1890,c_2,0.773,0.558,1,0.596,54.59,0,71.13,0.0142,0,1,C
s_1891,c_2,0.288,0.5,3,0.309,48.7,3,35.67,-0.0139,1,0,F
s_1892,c_5,0.665,0.538,1,0.787,67.38,3,54.23,0.0532,1,1,C
s_1893,c_4,0.797,0.638,0,0.822,63.79,0,52.05,0.0001,0,1,C
s_1894,c_5,0.56,0.482,2,0.889,62.18,2,65.06,-0.0408,0,1,C
s_1895,c_5,0.974,0.887,0,0.874,73.89,1,75.52,0.0188,0,1,B
s_1896,c_5,0.733,0.694,0,0.857,47.89,4,62.52,0.0272,1,1,D
s_1897,c_4,0.44,0.41,5,0.308,33.69,3,27.4,0.05,1,0,F
s_1898,c_5,0.826,0.93,1,0.889,76.32,0,69.21,0.088,0,1,B
s_1899,c_4,0.86,0.874,0,0.957,73.48,1,66.72,0.1102,0,1,B
s_1900,c_1,0.848,0.724,0,0.827,86.61,0,77.79,0.0663,0,1,A
s_1901,c_5,0.777,0.797,0,0.85,87.15,0,90.66,0.0738,0,1,A
s_1902,c_2,0.944,0.876,1,0.96,90.82,0,82.29,0.0723,0,1,A
s_1903,c_2,0.621,0.746,2,0.838,53.94,3,62.42,-0.118,0,1,D
s_1904,c_3,0.748,0.67,1,0.634,61.43,1,58.33,0.0644,0,1,C
s_1905,c_3,0.628,0.418,4,0.326,52.07,7,64.22,-0.1547,0,1,D
s_1906,c_1,0.734,0.728,1,0.711,79.79,2,47.31,-0.0301,0,0,C
s_1907,c_3,0.559,0.745,0,0.789,50.84,0,50.15,-0.0017,0,1,D
s_1908,c_4,0.566,0.678,0,0.902,60.55,2,49.65,0.0684,0,0,D
s_1909,c_2,0.589,0.943,3,0.874,49.3,1,61.72,0.0235,1,0,D
s_1910,c_5,0.609,0.842,1,0.734,53.44,3,74.87,-0.0063,0,1,C
s_1911,c_3,0.82,0.697,2,0.846,58.32,0,67.83,0.0685,0,1,C
s_1912,c_1,0.701,0.78,2,0.936,67.76,0,62.52,0.0517,0,1,C
s_1913,c_4,0.89,0.799,0,0.555,59.15,2,71.27,0.0276,0,1,C
s_1914,c_2,0.685,0.619,3,0.834,85.68,2,78.4,-0.0186,0,1,B
s_1915,c_1,0.762,0.565,0,0.767,64.65,0,42.81,-0.0314,0,0,D
s_1916,c_3,0.702,0.686,1,0.875,53.11,0,66.41,-0.0373,0,1,C
s_1917,c_3,0.316,0.536,4,0.311,58.59,6,21.23,0.0243,1,0,F
s_1918,c_5,0.818,0.713,1,0.795,49.52,3,72.43,0.0769,0,0,C
s_1919,c_2,0.916,0.996,0,0.922,75.38,0,81.07,0.1172,0,1,A
s_1920,c_4,0.261,0.266,2,0.61,48.54,4,51.53,0.0165,1,0,F
s_1921,c_1,0.88,0.611,1,0.813,73.96,1,48.73,-0.0378,0,0,C
s_1922,c_1,0.491,0.395,3,0.353,30.48,5,63.38,-0.0579,1,0,F
s_1923,c_1,0.739,0.673,1,0.531,50.78,1,62.79,0.0497,0,1,C
s_1924,c_4,0.777,0.819,1,0.86,66.97,2,45.25,-0.0219,0,0,C
s_1925,c_4,0.878,0.818,0,0.936,79.33,1,94.01,0.0881,0,1,A
s_1926,c_5,0.668,0.75,1,0.774,70.67,2,58.75,-0.0178,0,1,C
s_1927,c_4,0.86,0.843,1,0.72,84.94,3,48.21,-0.0499,0,0,B
s_1928,c_4,0.651,0.644,2,0.778,63.4,0,57.98,0.001,0,1,C
s_1929,c_3,0.66,0.84,0,0.74,61.12,3,53.92,-0.0292,0,1,D
s_1930,c_2,0.841,0.751,0,0.983,75.45,0,82.13,0.1456,0,1,B
s_1931,c_5,0.711,0.893,0,0.822,63.62,3,68.8,0.0308,0,1,C
s_1932,c_2,0.516,0.57,5,0.453,60.89,6,48.83,-0.2431,1,0,D
s_1933,c_3,0.67,0.834,1,0.775,73.87,4,70.49,-0.016,0,1,B
s_1934,c_5,0.895,0.867,0,0.843,65.72,0,79.78,0.0317,0,1,B
s_1935,c_5,0.671,0.625,1,0.68,64.43,2,74.95,-0.0687,0,1,C
s_1936,c_2,0.841,0.783,0,0.871,79.91,0,81.45,0.0304,0,1,A
s_1937,c_2,0.435,0.423,2,0.454,40.9,4,23.14,-0.131,1,0,F
s_1938,c_2,0.825,0.947,0,1.0,77.99,0,66.46,0.0613,0,1,B
